[l_1, u_1] | [l_2, u_2]; action; prediction; prediction error; fitness; numerosity; experience
[0.26156726314847617, 0.30829547889106285] | [0.7245967147197597, 0.6121470723957557];java.awt.Color[r=0,g=0,b=0];5.966432664018157E-78;1.442184128466468E-75;0.07363707110823983;2;4
[0.5735332718205268, 0.44328736996674256] | [0.5623569630721887, 0.4428583253780822];java.awt.Color[r=255,g=0,b=0];1000.0;4.9E-324;0.01744985323712149;1;18
[0.5337134689930457, 0.0] | [0.6251700970468878, 1.0];java.awt.Color[r=0,g=0,b=255];9.12100127949468E-13;4.1044505757814504E-11;0.05191153085604509;8;256
[0.1905995857011314, 0.8759908997513834] | [0.37283072829155406, 0.7997385023512843];java.awt.Color[r=139,g=69,b=19];3.5584233037230175E-62;6.855895565173007E-60;0.00516699490322796;1;390
[0.0527595397502001, 0.25213535712389157] | [0.8347320022894202, 0.6893594881698947];java.awt.Color[r=0,g=0,b=0];9.728318960174051E-171;5.04899754033034E-168;0.0179325187758453;2;36
[0.23502633127739458, 0.3111675339017252] | [0.938912829469707, 0.7941923482169102];java.awt.Color[r=255,g=255,b=255];70.63199999999999;260.928;1.9968149565534283E-5;1;10
[0.7214032306679967, 0.1900877566974675] | [0.37283072829155406, 1.0];java.awt.Color[r=139,g=69,b=19];1.2749669141406014E-89;3.4976592344590473E-87;0.0051848260663529214;1;396
[0.5041323439092267, 0.16935194821939037] | [0.8454840987446183, 0.6253238459916494];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.008798968330069913;1;104
[0.19624451158047684, 0.0] | [0.0, 0.24187850906250827];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.021735760109237254;3;44
[0.25173492136869796, 0.5618389534381513] | [0.7950237860734534, 1.0];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.015409392478260408;2;82
[0.6767251523845322, 0.1900877566974675] | [0.37283072829155406, 1.0];java.awt.Color[r=139,g=69,b=19];6.660781098445651E-92;1.8783402697616747E-89;0.005162754600665075;1;370
[0.5145947108694654, 0.44099935419672026] | [0.23821901575445642, 0.6878720562616705];java.awt.Color[r=255,g=255,b=255];1.773122648729005E-14;8.747405067064613E-13;0.041588986086342566;4;32
[0.30556409416855834, 0.1437507514979566] | [0.40685956112306393, 0.3133335762156977];java.awt.Color[r=139,g=69,b=19];976.672;116.63999999999997;6.156256796221181E-4;2;14
[0.43710601271063143, 0.6862075148975081] | [0.7498080906558633, 0.21724053034795915];java.awt.Color[r=229,g=178,b=146];2.2442189109706814E-122;8.385897997327117E-120;0.00664587733722774;1;148
[0.6875368466779447, 0.6268166254286386] | [0.5747125038641221, 0.6269287500786271];java.awt.Color[r=0,g=0,b=255];1.3572265900028644E-54;2.3199202746525837E-52;0.09093945307041042;2;2
[0.06594172587688778, 0.12506484481421415] | [0.23822287240677018, 0.8728125582619956];java.awt.Color[r=255,g=0,b=0];1000.0;1.507991690146353E-20;0.09650787803385488;8;64
[0.30556409416855834, 0.1437507514979566] | [0.40685956112306393, 0.35951834296715623];java.awt.Color[r=139,g=69,b=19];1000.0;7.419232613819395E-220;0.054474954848336005;3;6
[0.8754751783750871, 0.7508966825611286] | [0.5593152953125544, 0.7487537608121733];java.awt.Color[r=0,g=0,b=255];1000.0;1.9243383854627596E-17;0.023116418172297554;2;36
[0.4268131128565317, 0.0] | [0.6477696190146353, 1.0];java.awt.Color[r=0,g=0,b=255];1.0721394614760992E-16;6.0039809842661574E-15;0.006297513064752649;1;164
[0.5337134689930457, 0.03277213444289512] | [0.6251700970468878, 1.0];java.awt.Color[r=0,g=0,b=255];4.222685777707112E-12;1.8157548844665834E-10;0.019466437124067235;3;216
[0.4132979225494607, 0.32454198391085826] | [0.7562835903170003, 0.8239683970490871];java.awt.Color[r=229,g=178,b=146];151.84799999999998;410.616;7.776000999773234E-4;1;10
[0.4993298175558517, 0.6248443340297837] | [0.6263248730758941, 0.5287019159028784];java.awt.Color[r=0,g=0,b=255];741.3370313936574;468.4378977111806;0.001027281020137984;1;18
[0.8716334356366618, 0.7508966825611286] | [0.5456830745145828, 0.7487537608121733];java.awt.Color[r=0,g=0,b=255];1000.0;4.9E-324;0.02266990421761055;2;34
[0.0, 0.0] | [0.25433491269190195, 0.6817986423809985];java.awt.Color[r=255,g=0,b=0];1000.0;5.745680890252745E-45;0.002451944496086253;1;0
[0.8769343444453623, 0.817054434267439] | [0.9191471272769407, 0.7482657686995217];java.awt.Color[r=255,g=255,b=255];994.121344;38.91110400000002;1.0305586736791794E-4;1;18
[0.7324827806612592, 0.6176212968261059] | [0.0, 0.24831253436616738];java.awt.Color[r=255,g=0,b=0];8.665902535422843E-28;7.741539598311069E-26;0.007894157431872217;1;16
[0.7441453813098117, 0.6174193044127478] | [0.6843246114983859, 0.7895411057634122];java.awt.Color[r=229,g=178,b=146];821.8;415.8;0.05874784892774163;1;6
[0.5006612449487916, 0.621785038659377] | [0.6211708417983874, 0.8080709567865503];java.awt.Color[r=255,g=0,b=0];1000.0;8.840288501232862E-15;0.042281957644101614;2;12
[0.9298150203514906, 0.817054434267439] | [0.9191471272769407, 0.7482657686995217];java.awt.Color[r=255,g=255,b=255];600.0;400.0;0.006782247846105766;1;18
[0.5535372868734558, 0.48797879591771914] | [0.5710158191525483, 0.5916700436248783];java.awt.Color[r=255,g=0,b=0];500.53999999999996;501.08;0.011178622753405188;1;2
[1.0, 0.620754112572179] | [0.6909429379323898, 0.311110701354726];java.awt.Color[r=255,g=0,b=0];1.8367505812494093E-108;6.110256933623029E-106;0.030338884432213685;4;144
[0.5029438839938926, 0.6248443340297837] | [0.6473645366721725, 0.5623754511045678];java.awt.Color[r=0,g=0,b=255];673.5990523227624;544.0145310671421;0.010299097590022368;4;14
[1.0, 0.620754112572179] | [0.6909429379323898, 0.5992454158060245];java.awt.Color[r=255,g=0,b=0];6.817245304792368E-98;2.0451735914377082E-95;0.00875953690792731;1;46
[0.5630746052734756, 0.733070896653594] | [0.37589655925623133, 0.311110701354726];java.awt.Color[r=255,g=0,b=0];400.0;400.0;0.0031621719712272645;1;4
[0.5639904676135943, 0.8222552781705385] | [0.12484684792332998, 0.8752504188236954];java.awt.Color[r=255,g=255,b=255];1.2005217291510928E-17;7.163112983934854E-16;0.014879561533659338;2;234
[0.21707850384782507, 0.5504427226429636] | [0.0, 0.2272298878180179];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.00656743002881727;1;58
[0.34720659535716486, 0.8759908997513834] | [0.0, 1.0];java.awt.Color[r=139,g=69,b=19];400.0000041257699;400.0000976432214;0.009553256528982954;3;580
[0.3758712809012468, 0.27324336665966253] | [0.8344719748933441, 1.0];java.awt.Color[r=0,g=0,b=0];4.9E-324;1.0E-323;0.02931301384425533;2;16
[0.1978121788380084, 0.0] | [0.0, 0.2463665479990558];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.014266019753278337;2;42
[0.11483445460056453, 0.12425950232230126] | [0.4362764218027212, 0.24589516461779215];java.awt.Color[r=139,g=69,b=19];999.9059534499972;1.1286605247812385;0.007934501140338418;1;0
[0.5631605013987664, 0.8052955549377688] | [0.4360454204648368, 0.561859610142445];java.awt.Color[r=0,g=0,b=255];1000.0;8.908974006772036E-17;0.03815310712910568;2;30
[0.8719962538466376, 1.0] | [0.5246181486548572, 0.4323020537726393];java.awt.Color[r=139,g=69,b=19];86.4;259.2;0.002201187567989895;2;12
[0.6878418977355042, 0.8284189673272387] | [0.3913925286001654, 0.6765201784658782];java.awt.Color[r=0,g=0,b=255];600.0;400.0;0.01800896252377669;3;56
[0.9328542100386031, 0.0] | [1.0, 0.783781624796111];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.01934129216900356;3;178
[0.7551485812635174, 0.0] | [0.3139287700156979, 0.0];java.awt.Color[r=0,g=0,b=255];2.4552753368323135E-117;8.82262271046987E-115;0.0057026761623495455;1;230
[1.0, 0.9363396122718768] | [0.0, 0.21049281840501888];java.awt.Color[r=139,g=69,b=19];640.0000221073919;480.00042740957815;0.0037105201333649165;1;6
[1.0, 0.0] | [0.8217734913575377, 1.0];java.awt.Color[r=0,g=0,b=0];2.533611466518924E-12;1.1063436737132637E-10;0.056034794895893913;10;196
[1.0, 0.7235266766770716] | [0.7475790606971793, 0.25422631770637927];java.awt.Color[r=229,g=178,b=146];400.00000000000256;400.00000000010726;0.11344667687763155;7;132
[0.4993298175558517, 0.6248443340297837] | [0.4360454204648368, 0.5287019159028784];java.awt.Color[r=0,g=0,b=255];63.50376308069059;232.85044817023862;1.6223229530667576E-4;1;14
[0.6851201919407833, 0.595280222346285] | [0.8612819750165298, 0.7521070897764082];java.awt.Color[r=229,g=178,b=146];935.2;237.6;8.372754243341802E-4;1;10
[0.5602758038777691, 0.8096808174690469] | [0.12484684792332998, 0.8752504188236954];java.awt.Color[r=255,g=255,b=255];4.7936782228227003E-73;1.0801754928760483E-70;0.02255840757421153;3;208
[0.1864072856860335, 0.24151761365479082] | [0.9319059532110164, 0.6896977082858888];java.awt.Color[r=229,g=178,b=146];962.1489957538361;168.66293020071276;9.732240611292225E-4;1;24
[0.2804397418915222, 0.6854339685958087] | [0.3038075033402077, 0.2540455751563583];java.awt.Color[r=229,g=178,b=146];509.72799999999995;598.432;1.0950074846141689E-4;1;14
[0.0, 0.12421155303465328] | [0.019136619753673957, 0.5343914522290829];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.029601297173932107;4;60
[0.4377171646100449, 0.8060464726132893] | [0.7498080906558633, 0.2470284403278869];java.awt.Color[r=229,g=178,b=146];400.0;400.0;0.17264512983213398;10;166
[0.4956604011171304, 0.6257304088350311] | [0.7499531894524468, 0.8080709567865503];java.awt.Color[r=255,g=0,b=0];1000.0;6.339959920961095E-23;0.020008968466321733;1;8
[0.1864072856860335, 0.23537047398830083] | [0.9319059532110164, 0.8756795838003713];java.awt.Color[r=229,g=178,b=146];292.49628545614655;522.0624485723653;0.0036415941333367728;1;4
[0.1864072856860335, 0.312915317841574] | [0.7469581665033009, 0.7495948778513971];java.awt.Color[r=229,g=178,b=146];487.4938090935776;545.1082082248904;0.0060889071697048875;2;2
[0.224870214320314, 0.2872817233850622] | [0.7045204760194215, 0.6442278137352866];java.awt.Color[r=229,g=178,b=146];785.0799999999999;430.92;0.08769600018743465;1;8
[0.4851880583945555, 0.5822387865101768] | [0.6111966151422821, 0.8128091088986057];java.awt.Color[r=255,g=0,b=0];800.0;400.0;7.055272272090004E-4;1;2
[0.9395259448653397, 1.0] | [0.5372204249786589, 0.8747365616188958];java.awt.Color[r=139,g=69,b=19];1000.0;1.736317767784345E-160;0.011157375706455752;1;10
[0.8659437489668238, 0.7853766806897649] | [0.042060259926290575, 0.25113728989588224];java.awt.Color[r=255,g=255,b=255];968.896;134.784;6.227503754003337E-4;1;16
[1.0, 0.9093226255286628] | [0.1250010062522719, 0.3324690258429658];java.awt.Color[r=139,g=69,b=19];1000.0;3.726592E-317;0.019714351445572743;1;16
[0.960452945934077, 0.8693520854313666] | [1.0, 0.8196106244540406];java.awt.Color[r=139,g=69,b=19];3.167674311255412E-216;2.0763098328768994E-213;0.03841473550398121;3;16
[0.8531844737419925, 0.5667651565430332] | [0.7501342044877395, 0.5792211104171291];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.006348112074695032;1;52
[0.25251552034430713, 0.3139134525302823] | [0.5879260244229714, 0.6560689911541846];java.awt.Color[r=0,g=0,b=0];3.0;5.0;0.013735976617105097;1;4
[0.43816801678951967, 0.037332831462660455] | [0.3246438071777258, 1.0];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.012262567566731473;2;214
[1.0, 0.8665202239437154] | [0.13137144194276226, 0.0];java.awt.Color[r=255,g=255,b=255];513.5999999999999;544.0;0.0014345506484978146;1;24
[0.1164879482635939, 0.23967276894476697] | [0.743468984771132, 0.6894892728622006];java.awt.Color[r=229,g=178,b=146];997.4201098240001;20.63912140799996;0.0022996314772942093;1;10
[0.1164879482635939, 0.24151761365479082] | [0.7952954399411002, 0.6894892728622006];java.awt.Color[r=229,g=178,b=146];999.07123953664;8.668430991359973;0.06521839704820945;1;14
[0.5630746052734756, 0.733070896653594] | [0.37589655925623133, 0.6214658913808904];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.008999536898786154;1;20
[0.12297989151188139, 0.0] | [1.0, 0.3381837539404388];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.02371595545077783;2;74
[0.8716334356366618, 0.7508966825611286] | [0.5525267040747155, 0.7487537608121733];java.awt.Color[r=0,g=0,b=255];1000.0;4.9E-324;0.011560302203034646;1;26
[0.8659437489668238, 0.8133335589116624] | [0.06616959508401718, 0.2676804789816862];java.awt.Color[r=255,g=255,b=255];1000.0;4.092726157978177E-14;0.015585868415807332;1;6
[0.8193906206902452, 0.6205947926328949] | [0.12473916878164569, 0.2564195521220024];java.awt.Color[r=229,g=178,b=146];999.9999999982039;6.331535786809649E-8;0.01605527725658231;1;16
[0.06418399517970604, 0.09354884139022261] | [0.21412201389101976, 0.8753008828332817];java.awt.Color[r=255,g=255,b=255];11.197439999999999;63.452159999999985;1.7465353414354925E-4;1;20
[0.0527595397502001, 0.25213535712389157] | [0.9637934029988666, 0.6893594881698947];java.awt.Color[r=0,g=0,b=0];1.0827520445891619E-141;4.666661312179291E-139;0.00750771497734424;1;46
[0.044401233192363915, 0.2927153441902943] | [0.8347320022894202, 0.6942492334787373];java.awt.Color[r=0,g=0,b=0];2.9844565348103668E-139;1.2644147519146598E-136;0.01587638201281308;2;24
[0.8169734329535259, 0.8129645704604518] | [0.03529880000471387, 0.11443053598121217];java.awt.Color[r=255,g=255,b=255];1000.0;5.684341886088919E-14;0.0076859704364264985;1;0
[0.9279480108331806, 0.8130708492262897] | [0.21202984379361178, 0.2485189970009587];java.awt.Color[r=255,g=255,b=255];1000.0;1.7053025658266754E-14;0.6427669113824832;3;4
[0.1773708493784691, 0.8759908997513834] | [0.38673726128946323, 0.8005630627029349];java.awt.Color[r=139,g=69,b=19];7.554530083762317E-74;1.7251167053117738E-71;0.005149324537335824;1;242
[0.9762714236190879, 0.8750735590619094] | [0.8124673340080641, 0.5303496828016392];java.awt.Color[r=139,g=69,b=19];1000.0;4.9E-324;0.014471563164410665;1;14
[0.5140327112705847, 0.47008248291291077] | [0.42105469639026927, 0.3209555084244307];java.awt.Color[r=255,g=0,b=0];5.0;5.0;0.0015090909090909094;1;0
[0.9378418874704657, 0.464771821282398] | [1.0, 0.8031376239328235];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.007444495087255168;1;64
[0.56190910771856, 0.43938214545224563] | [0.5623569630721887, 0.40665323287996713];java.awt.Color[r=255,g=0,b=0];1000.0;5.728088785440758E-308;0.33860438349253685;1;12
[0.17297905157576546, 0.3755131512240121] | [0.7217091804438627, 0.8725464806280998];java.awt.Color[r=255,g=255,b=255];0.5441955839999997;4.897760255999998;0.0075315311624733665;1;26
[0.0, 0.8867501375346903] | [0.43757723213690053, 1.0];java.awt.Color[r=139,g=69,b=19];9.554545597440401E-25;7.739181933926723E-23;0.010581836026626896;2;394
[0.49867023479997297, 0.5610394157201141] | [0.8117927221272371, 0.6253238459916494];java.awt.Color[r=255,g=0,b=0];500.0;500.0;0.005364297326075926;1;2
[1.0, 0.7686600388118101] | [0.7528890996134443, 0.5792211104171291];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.00900297533946804;1;28
[0.8193906206902452, 0.6248578319809635] | [0.12473916878164569, 0.2518453545911092];java.awt.Color[r=229,g=178,b=146];999.9999999985182;5.258314096329228E-8;0.016116065534557873;1;14
[0.6878418977355042, 0.8126760604142513] | [0.3110810419708651, 0.7039694369698748];java.awt.Color[r=0,g=0,b=255];1000.0;9.047950140878118E-21;0.012736065315481843;1;66
[0.6411520184170251, 0.49940923369217133] | [0.18673905229351567, 0.37525549003975145];java.awt.Color[r=255,g=0,b=0];1000.0;5.304173100739717E-15;0.03925991915716959;2;14
[0.0, 0.6030763654564266] | [0.0, 0.18311853081434107];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.045732527300388015;5;58
[0.4365808620510186, 0.5015318299952553] | [0.6188171103691904, 0.6954254531579847];java.awt.Color[r=0,g=0,b=255];377.5883684040968;562.6546506535124;0.005247717372318817;1;4
[0.5145947108694654, 0.10900899676851081] | [0.26474277876309366, 0.6878720562616705];java.awt.Color[r=255,g=255,b=255];411.19744;448.52224;1.4557321397306677E-4;1;128
[0.06418399517970604, 0.3755131512240121] | [0.25050483560256553, 0.7667589326249801];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.01905233713849067;2;126
[0.1877030438510175, 0.45634629030573726] | [0.46056482900949597, 0.3782848703031481];java.awt.Color[r=229,g=178,b=146];1000.0;1.1348776656890251E-69;0.03664487498753822;1;14
[0.248148645846737, 0.02750449661310556] | [0.8500593476070439, 0.9629377246517328];java.awt.Color[r=255,g=255,b=255];968.896;134.784;6.255938334273547E-4;1;26
[1.0, 0.7521319643833524] | [0.7510948437595266, 0.25422631770637927];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.008698144316546301;1;86
[0.8400225179897742, 0.7498955266014875] | [0.24994493841809373, 0.45929910518713446];java.awt.Color[r=0,g=0,b=255];1000.0;3.7975666929718774E-136;0.014351536973367945;1;16
[0.3730324847816896, 0.2791572320890547] | [0.6335350088446393, 0.877118435013333];java.awt.Color[r=0,g=0,b=0];359.999997937115;480.00004813398243;0.01105608723226068;1;14
[0.1872224673215863, 0.056548310321676676] | [0.6774763397613819, 0.6194879055532787];java.awt.Color[r=229,g=178,b=146];144.0;336.0;0.003515974875461502;1;12
[0.5631605013987664, 0.0] | [0.6249825662489658, 0.44307402195594603];java.awt.Color[r=0,g=0,b=255];144.0;336.0;0.012317013721090776;10;64
[0.4576233156886756, 0.5165811461822589] | [0.6188171103691904, 0.6954254531579847];java.awt.Color[r=0,g=0,b=255];55.86362525094969;231.3234326403612;0.0011850780460610764;1;6
[0.18755201303510696, 0.0] | [0.3062896609382542, 0.25039673875277074];java.awt.Color[r=255,g=255,b=255];391.19999999996855;608.8000000010999;8.764675706270261E-4;1;10
[0.6143820153013815, 0.4188186400409149] | [0.41515062696853455, 0.9044186072816558];java.awt.Color[r=255,g=0,b=0];428.8078716979199;608.66034386944;3.5522598855419684E-5;1;24
[0.3838272831116122, 0.7499949598654295] | [0.6583136878083045, 1.0];java.awt.Color[r=0,g=0,b=255];144.00000764031466;336.0001750905444;0.002109205770689665;1;68
[0.44038627634996286, 0.5263878518039018] | [0.6876274208657096, 0.8967624851918095];java.awt.Color[r=255,g=255,b=255];760.0;400.0;0.00660583970867134;1;18
[0.224870214320314, 0.2872817233850622] | [0.6883400985546451, 0.5127520428077705];java.awt.Color[r=229,g=178,b=146];980.6572;83.91600000000003;0.0031237989171686987;1;10
[0.2508582862657593, 0.312915317841574] | [0.7045204760194215, 0.6442278137352866];java.awt.Color[r=229,g=178,b=146];701.5;200.50000000000006;0.040169096226551584;1;0
[1.0, 0.0] | [0.8354589788636668, 1.0];java.awt.Color[r=0,g=0,b=0];4.9E-324;1.0E-323;0.0060106479975789336;1;108
[0.13683273651387923, 0.24151761365479082] | [0.8335371942231062, 0.6894892728622006];java.awt.Color[r=229,g=178,b=146];999.999999346024;1.7537146339034476E-5;0.0571823314313414;2;10
[0.12421565351765598, 0.06699973292203247] | [0.25050483560256553, 0.8793211007317028];java.awt.Color[r=255,g=255,b=255];1.8549573951423408E-101;5.7503679249939435E-99;0.00960676344606181;1;20
[0.5611531325928985, 0.3722656396846377] | [0.8130871119008282, 0.8924680784106813];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.035401559753250246;2;10
[0.4711944267483875, 0.09354884139022261] | [0.6528129183775471, 0.7459571870003502];java.awt.Color[r=255,g=255,b=255];240.0;400.0;0.0029615067717989915;1;14
[0.12488382744027426, 0.056548310321676676] | [0.4365328198967813, 0.6184893040576542];java.awt.Color[r=229,g=178,b=146];500.0;3.94735017722785E-278;0.016804139281440967;1;0
[0.3749232929809793, 0.31188047876344227] | [1.0, 0.6259588562828818];java.awt.Color[r=229,g=178,b=146];2.2229863939728827E-308;2.0696003327887544E-305;0.01905577976205374;1;18
[0.4874005672932775, 0.5620860733883264] | [0.1903129565274948, 0.8150044155466079];java.awt.Color[r=255,g=255,b=255];150.71846399999998;369.59232;1.3327360895880352E-4;1;32
[0.3007252377555928, 0.43709117817862814] | [0.6250072901621162, 0.2941125344589911];java.awt.Color[r=229,g=178,b=146];999.9998976509631;0.002046980738184701;0.016175476584233427;1;22
[1.0, 0.5043686788127935] | [0.7772978256967576, 0.5622009963894414];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.06739132034237422;9;68
[0.12488382744027426, 0.4380089799965215] | [0.6250072901621162, 0.44003577481301454];java.awt.Color[r=229,g=178,b=146];1000.0;8.104598642287351E-49;0.08163338691138128;4;34
[0.374883161536126, 0.8803952516565876] | [0.0, 0.5908893597640618];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.010822390100528701;2;188
[0.960452945934077, 0.8693520854313666] | [0.9849459303648023, 0.8196106244540406];java.awt.Color[r=139,g=69,b=19];7.332579424202343E-216;4.798940181864917E-213;0.013986757963290658;1;8
[0.5733565537869516, 0.29549556798039633] | [0.8115701751162202, 1.0];java.awt.Color[r=229,g=178,b=146];9.883000830990493E-43;1.3276461763425045E-40;0.009183592620208698;1;32
[0.8748768582371576, 0.7498955266014875] | [0.31113327628249604, 0.45630679144278985];java.awt.Color[r=0,g=0,b=255];993.0016;39.657599999999974;3.158701213533748E-5;1;16
[0.8659437489668238, 0.7853766806897649] | [0.12484684792332998, 0.25113728989588224];java.awt.Color[r=255,g=255,b=255];750.0000000008083;250.00000002694273;0.006059582511533213;1;2
[0.7791428966082568, 0.7498955266014875] | [0.2120836728586221, 0.45630679144278985];java.awt.Color[r=0,g=0,b=255];775.0;450.0;4.3112024879738385E-4;1;4
[0.14819296604865845, 0.18774618662386128] | [1.0, 0.7366183152940842];java.awt.Color[r=255,g=255,b=255];1000.0;6.821210265150965E-14;0.01857883614129468;1;4
[0.0, 0.13849258339424195] | [0.12631687010869974, 0.4380848773679032];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.18862752469396332;4;26
[0.43615871227659964, 0.09354884139022261] | [0.607803355456957, 0.7459571870003502];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.007937880534906268;1;20
[0.6646707136912124, 0.817054434267439] | [1.0, 0.7672319294992218];java.awt.Color[r=255,g=255,b=255];132.04823039999997;384.9596927999999;7.11064084843696E-5;1;18
[0.8623115871071683, 1.0] | [0.9632448970056146, 0.8709230314731943];java.awt.Color[r=255,g=255,b=255];964.0;120.0;0.002539948863038448;1;4
[0.6798690149667043, 0.8230656294762432] | [0.3110810419708651, 0.6945178947374906];java.awt.Color[r=0,g=0,b=255];855.9995906038523;336.00723266527484;0.003295052140978906;1;58
[0.8026541882971574, 0.307894769960497] | [1.0, 0.8752504188236954];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.010674635501055678;1;18
[0.21397042993485216, 0.3256040351333045] | [0.938912829469707, 0.7941923482169102];java.awt.Color[r=255,g=255,b=255];24.666680328191994;129.62959707340798;1.9228233449937565E-4;1;10
[1.0, 0.5572022154158826] | [0.16314132088977917, 0.0];java.awt.Color[r=229,g=178,b=146];31.104;134.784;0.0012571590052322407;3;30
[0.26156726314847617, 0.2711176465764425] | [0.6864239610923994, 0.5452111195839262];java.awt.Color[r=0,g=0,b=0];4.319216182040244E-83;1.1109074354888725E-80;0.007863851339867936;1;0
[0.3742666027530201, 0.47333246008071567] | [0.5269789656832707, 0.8079763306627066];java.awt.Color[r=229,g=178,b=146];948.16;190.07999999999998;0.001016500132205327;1;14
[0.1880517374355843, 0.3392089520419753] | [0.1883130872509262, 0.24589516461779215];java.awt.Color[r=139,g=69,b=19];1000.0;1.1368683772161603E-13;0.024073729160246082;1;2
[0.6878418977355042, 0.6285208530073748] | [0.2930449872449499, 0.37249890313974654];java.awt.Color[r=0,g=0,b=255];973.0000000072689;108.00000017225159;0.022704689418371355;1;2
[0.6878418977355042, 0.583462913072937] | [0.3110810419708651, 0.37249890313974654];java.awt.Color[r=0,g=0,b=255];583.8000000043613;454.00000010625854;0.01362281367040474;1;4
[0.248148645846737, 0.0] | [0.8355509180168227, 0.9998030083330977];java.awt.Color[r=255,g=255,b=255];968.896;134.784;6.408492813528221E-4;1;22
[0.2482728203429935, 0.1755996078068759] | [0.186327145728851, 0.8721189046421605];java.awt.Color[r=255,g=255,b=255];240.0;400.0;0.0028462330917860823;1;24
[0.745282960022983, 0.6325010316686906] | [0.33850441923663155, 0.0];java.awt.Color[r=0,g=0,b=255];157.9968;396.6528;3.1871021316703734E-4;1;16
[0.7599312005455205, 0.6325010316686906] | [0.31113327628249604, 0.0];java.awt.Color[r=0,g=0,b=255];240.0;400.0;0.004297744604068197;1;18
[1.0, 0.5498085284450394] | [0.7501342044877395, 0.5647261081328933];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.00765924355656046;1;52
[0.2068498629726942, 0.0] | [0.0, 0.24187850906250827];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.007250097327045096;1;18
[0.0, 0.28216151041426907] | [0.8743433660553201, 0.6893594881698947];java.awt.Color[r=0,g=0,b=0];4.904083296319856E-192;2.8639846450507966E-189;0.01053114321732191;1;16
[0.1880517374355843, 0.41942170160895964] | [0.1946892348055085, 0.23539482770910136];java.awt.Color[r=139,g=69,b=19];730.0;450.0;0.0016028429693142401;1;6
[0.0, 0.6503468579476377] | [0.0021295796507727824, 1.0];java.awt.Color[r=255,g=255,b=0];4.9E-324;1.0E-323;0.013939509353257088;3;312
[0.43615871227659964, 0.3758831646455323] | [0.3628862034548276, 0.839707250115246];java.awt.Color[r=255,g=255,b=255];1.212081456497771E-301;1.1034006966108054E-298;0.013136169714933987;1;12
[0.0, 0.28216151041426907] | [0.9637934029988666, 0.6893594881698947];java.awt.Color[r=0,g=0,b=0];1.8186076581246686E-143;7.935191414950649E-141;0.007158898362773216;1;24
[0.9567037748735525, 0.5667449136543306] | [0.35241060886337616, 0.6239734533611897];java.awt.Color[r=255,g=0,b=0];5.321680673182525E-34;5.747415127720047E-32;0.007011699693322086;1;30
[0.5631605013987664, 0.0] | [0.6859835940010558, 0.5318250134498711];java.awt.Color[r=0,g=0,b=255];240.0;400.0;0.012457687186731774;4;36
[0.6851201919407833, 0.5960695985970919] | [0.8612819750165298, 0.7506830826836818];java.awt.Color[r=229,g=178,b=146];1000.0;6.82121026329734E-14;0.029171906633275596;1;4
[0.18394427111438058, 0.0] | [0.3164561849139059, 0.6942506214226362];java.awt.Color[r=255,g=255,b=255];6.755870728893425E-39;8.24216228924997E-37;0.01973345037555198;2;36
[0.33174656898823207, 0.8759908997513834] | [0.30360821870590055, 0.44357024442790505];java.awt.Color[r=139,g=69,b=19];1.491214205367101E-132;5.914539557547243E-130;0.005900564155972181;1;36
[0.6143820153013815, 0.5800150037656427] | [0.41515062696853455, 0.3693421067078128];java.awt.Color[r=255,g=0,b=0];1.7999999999999998;4.2;0.05182030106459591;1;0
[0.5630746052734756, 0.69048313920153] | [0.37589655925623133, 0.6415516015502072];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.009006525107596055;1;6
